ticker,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
PG,2018-06-30,USD,14867000000,3827000000,None,1385000000,365000000,2834000000,3717000000,177000000,188000000,9861000000,-3511000000,-14375000000,-3437000000,7004000000,7004000000,None,7310000000,7310000000,None,None,0,None,-5336000000,None,-3000000000,19000000,9750000000
PG,2017-06-30,USD,12753000000,4627000000,None,-149000000,251000000,2820000000,3384000000,322000000,-71000000,15411000000,-6685000000,-8568000000,2727000000,5204000000,5204000000,None,7236000000,7236000000,None,None,0,None,-2223000000,None,-2529000000,-29000000,15326000000
MA,2020-12-31,USD,7224000000,1809000000,None,201000000,1640000000,303000000,708000000,88000000,None,6411000000,-1879000000,-2152000000,None,4473000000,4473000000,None,1605000000,1605000000,None,None,None,None,-4376000000,None,3193000000,None,6484000000
MA,2019-12-31,USD,8183000000,2511000000,None,617000000,2109000000,285000000,728000000,448000000,None,8118000000,-1640000000,-5867000000,None,6497000000,6497000000,None,1345000000,1345000000,None,None,None,None,-6371000000,None,676000000,None,8119000000
MA,2018-12-31,USD,6223000000,2050000000,None,520000000,2206000000,250000000,504000000,437000000,None,5859000000,-506000000,-4966000000,None,4933000000,4933000000,None,1044000000,1044000000,None,None,None,None,-4829000000,None,751000000,None,5853000000
MA,2017-12-31,USD,5664000000,2075000000,None,1456000000,1847000000,252000000,423000000,445000000,None,3915000000,-1781000000,-4764000000,None,3762000000,3762000000,None,942000000,942000000,None,None,None,None,-3705000000,None,-788000000,200000000,3916000000
MA,2016-12-31,USD,4637000000,1754000000,None,665000000,1412000000,221000000,382000000,339000000,None,4059000000,-1163000000,-2344000000,None,3511000000,3511000000,None,837000000,837000000,None,None,None,None,-3474000000,None,974000000,-50000000,4053000000
ADBE,2020-11-27,USD,5727000000,187000000,None,110000000,182000000,757000000,419000000,-106000000,None,5260000000,-414000000,-3488000000,None,3050000000,3050000000,None,None,None,None,None,None,None,-2780000000,270000000,1828000000,3000000,5260000000
ADBE,2019-11-29,USD,4422000000,152075000,None,198986000,718880000,757000000,394479000,188000000,None,2951458000,-456000000,-2946000000,None,2750000000,2750000000,None,None,None,None,None,None,None,-2517068000,233000000,1007446000,-13000000,2951000000
ADBE,2018-11-30,USD,4029000000,81258000,None,577941000,79208000,346000000,266579000,2000000,None,2590774000,-4685000000,-5000000,None,2050000000,2050000000,None,None,None,None,None,None,None,-1859010000,191000000,-663297000,-2000000,2591000000
ADBE,2017-12-01,USD,2912853000,69430000,None,71425000,159133000,325997000,178122000,187173000,None,1693954000,-442877000,-1183735000,None,1100000000,1100000000,None,None,None,None,None,None,None,-941649000,158351000,1294757000,8516000,1693954000
ADBE,2016-12-02,USD,2199728000,141298000,None,626652000,231437000,331535000,203805000,160416000,None,1168782000,-960033000,-1090706000,None,1075000000,1075000000,None,None,None,None,None,None,None,-929303000,145697000,134755000,-14234000,1168782000
DIS,2020-09-30,USD,7618000000,None,None,None,None,5345000000,4022000000,-1943000000,-14000000,-2474000000,-3637000000,8480000000,None,0,None,None,1587000000,1587000000,None,None,None,None,305000000,None,12284000000,38000000,-2864000000
DIS,2019-09-30,USD,19135000000,10401000000,None,-6408000000,-222000000,4167000000,4876000000,-55000000,223000000,11584000000,-4118000000,-1090000000,4318000000,0,0,None,2895000000,2895000000,None,None,38240000000,None,318000000,None,24803000000,-98000000,11054000000
CRM,2021-01-31,USD,4801000000,1015000000,None,2972000000,1689000000,579000000,150000000,1556000000,None,4072000000,-3971000000,1194000000,None,None,None,None,None,None,None,None,0,None,1321000000,None,2024000000,None,4072000000
CRM,2020-01-31,USD,4331000000,1097000000,None,2647000000,1119000000,455000000,643000000,1000000000,None,126000000,-2980000000,164000000,None,None,None,None,None,None,None,None,None,None,840000000,None,1515000000,None,126000000
CRM,2019-01-31,USD,3398000000,94000000,None,1790000000,981000000,411000000,595000000,923000000,None,1110000000,-5308000000,2010000000,None,None,None,None,None,None,None,None,2966000000,None,704000000,None,126000000,26000000,1110000000
CRM,2018-01-31,USD,2738000000,136340000,None,1860129000,695879000,373000000,534027000,720019000,None,127478000,-2011000000,221000000,None,None,None,None,None,None,None,None,None,None,650300000,None,936000000,-12000000,360000000
CRM,2017-01-31,USD,2162000000,54999000,None,1260926000,657327000,952650000,463958000,628477000,None,179632000,-2684000000,998000000,748824000,None,None,None,None,None,None,None,1244374000,None,401481000,None,449000000,-27000000,323000000
XOM,2020-12-31,USD,14668000000,833000000,None,-7142000000,-5489000000,46009000000,17282000000,-5384000000,315000000,-23251000000,-18459000000,5285000000,-1703000000,405000000,405000000,None,15053000000,14865000000,None,None,23186000000,None,-405000000,None,1494000000,None,-22440000000
XOM,2019-12-31,USD,29716000000,560000000,None,3725000000,2802000000,18998000000,24361000000,2640000000,-72000000,14774000000,-23084000000,-6618000000,-4043000000,594000000,594000000,None,14844000000,14652000000,None,None,7052000000,None,-594000000,None,14000000,None,14340000000
XOM,2018-12-31,USD,36014000000,303000000,None,2321000000,3677000000,18745000000,19574000000,545000000,3107000000,21421000000,-16446000000,-19446000000,-219000000,626000000,626000000,None,14041000000,13798000000,None,None,0,None,-626000000,None,-135000000,-257000000,20840000000
XOM,2017-12-31,USD,30066000000,1132000000,None,5104000000,5753000000,19893000000,15402000000,3954000000,1682000000,19848000000,-15730000000,-15130000000,2181000000,747000000,747000000,None,13185000000,13001000000,None,None,60000000,None,-747000000,None,-480000000,314000000,19710000000
XOM,2016-12-31,USD,22082000000,818000000,None,915000000,2307000000,22308000000,16163000000,2090000000,388000000,8375000000,-12403000000,-9293000000,-7459000000,977000000,977000000,None,12615000000,12453000000,None,None,12066000000,None,-971000000,6000000,-48000000,-434000000,7840000000
NKE,2021-05-31,USD,6657000000,2053000000,None,1326000000,1281000000,744000000,695000000,1606000000,-507000000,5727000000,-3800000000,-1459000000,None,608000000,608000000,None,1638000000,1638000000,None,None,0,None,564000000,None,1398000000,None,5727000000
NKE,2020-05-31,USD,2485000000,1700000000,None,24000000,1269000000,721000000,1086000000,-1239000000,1854000000,2539000000,-1028000000,2491000000,None,3067000000,3067000000,None,1452000000,1452000000,None,None,6134000000,None,-2182000000,None,3882000000,-66000000,2539000000
NKE,2019-05-31,USD,5903000000,910000000,None,1525000000,963000000,705000000,1119000000,270000000,490000000,4029000000,-264000000,-5293000000,None,4286000000,4286000000,None,1332000000,1332000000,None,None,0,None,-3586000000,None,217000000,-129000000,4029000000
NKE,2018-05-31,USD,4955000000,654000000,None,1515000000,33000000,747000000,1028000000,-187000000,255000000,1933000000,276000000,-4835000000,None,4254000000,4254000000,None,1243000000,1243000000,None,None,0,None,-3521000000,None,441000000,45000000,1933000000
NKE,2017-05-31,USD,3846000000,801000000,None,-364000000,777000000,706000000,1105000000,426000000,231000000,4240000000,-1008000000,-2148000000,None,3223000000,3223000000,None,1133000000,1133000000,None,None,1482000000,None,-2734000000,None,670000000,-20000000,4240000000
ORCL,2021-05-31,USD,15887000000,6669000000,None,-1103000000,-763000000,2916000000,2135000000,-141000000,None,13926000000,-13098000000,-10378000000,None,20934000000,20934000000,None,3063000000,3063000000,None,1786000000,None,None,-17448000000,None,-7589000000,None,13746000000
ORCL,2020-05-31,USD,13139000000,6152000000,None,-1162000000,25000000,2968000000,1564000000,690000000,None,10299000000,9843000000,-6132000000,None,19240000000,19240000000,None,3070000000,3070000000,None,1588000000,None,None,-16152000000,None,16850000000,None,10135000000
ORCL,2019-05-31,USD,14551000000,5403000000,None,-249000000,11000000,2919000000,1660000000,272000000,None,11235000000,26557000000,-42056000000,None,36140000000,36140000000,None,2932000000,2932000000,None,2155000000,None,None,-31985000000,None,-948000000,None,11083000000
ORCL,2018-05-31,USD,15386000000,4043000000,None,-90000000,393000000,2785000000,1736000000,117000000,None,3722000000,-5625000000,-9982000000,None,11347000000,11347000000,None,3174000000,3140000000,None,2402000000,None,None,-6645000000,None,-164000000,57000000,3587000000
ORCL,2017-05-31,USD,14126000000,4073000000,614000000,498000000,6000000,2451000000,2021000000,-18000000,88000000,9570000000,-21494000000,9086000000,None,3561000000,3561000000,None,2889000000,2631000000,None,2181000000,None,None,-1380000000,None,1632000000,-86000000,9452000000
TMO,2020-12-31,USD,8289000000,2170000000,None,59000000,2362000000,2325000000,1474000000,1302000000,508000000,6375000000,-1510000000,959000000,-4000000,1500000000,1500000000,None,337000000,337000000,None,None,3464000000,None,-1304000000,None,7738000000,None,6375000000
TMO,2019-12-31,USD,4973000000,2013000000,None,476000000,1393000000,2277000000,926000000,225000000,458000000,3696000000,-1487000000,-3118000000,-683000000,1500000000,1500000000,None,297000000,297000000,None,0,5638000000,None,-1347000000,None,368000000,None,3696000000
TMO,2018-12-31,USD,4543000000,1454000000,None,159000000,1015000000,2267000000,758000000,366000000,324000000,2938000000,-1253000000,-2237000000,-194000000,500000000,500000000,None,266000000,266000000,None,0,690000000,None,-364000000,None,1053000000,None,2938000000
TMO,2017-12-31,USD,4005000000,1305000000,None,1290000000,1694000000,2033000000,508000000,362000000,81000000,2225000000,-7729000000,3854000000,-134000000,750000000,750000000,None,237000000,237000000,None,1690000000,6459000000,None,1068000000,None,130000000,None,2225000000
TMO,2016-12-31,USD,3258000000,1296600000,None,223100000,1027200000,1758000000,444400000,352200000,-98000000,2021800000,-5520000000,2759000000,904100000,1250000000,1250000000,None,238400000,238000000,None,0,7604000000,None,-1114700000,None,334100000,-150700000,2021800000
LLY,2020-12-31,USD,6499600000,1461300000,None,1593300000,1125000000,1323900000,2048300000,None,533400000,13423600000,-2258900000,-3137100000,-1494200000,500000000,500000000,None,2687100000,2687100000,None,None,2062300000,None,-500000000,None,1103600000,None,6193700000
LLY,2019-12-31,USD,4836600000,1639600000,None,-699000000,798600000,1232600000,1033900000,-127200000,258700000,8318400000,-8082900000,-2324500000,995400000,4400000000,4400000000,None,2409800000,2409800000,None,None,6556400000,None,-4400000000,None,-5660700000,-89900000,8318400000
LLY,2018-12-31,USD,5524500000,1325300000,None,-409800000,645400000,1609000000,1210600000,-996700000,-7800000,3232100000,1906000000,-5904900000,-2197900000,4150700000,4150700000,None,2311800000,2311800000,None,None,2477700000,None,-4150700000,None,1462000000,-63600000,3232000000
LLY,2017-12-31,USD,5615600000,439200000,None,4405900000,1631900000,1567300000,1076800000,-357000000,253900000,-204100000,-3783600000,142600000,1397500000,299800000,299800000,None,2192100000,2192100000,None,None,2232000000,None,-299800000,None,1954100000,-20500000,-204100000
LLY,2016-12-31,USD,4851000000,847000000,None,819000000,154200000,1496600000,1037000000,-709400000,328200000,2737600000,-3139100000,-559800000,1293200000,600100000,600100000,None,2158500000,2158500000,None,None,1206600000,None,-600100000,None,915700000,-236400000,2737600000
PFE,2020-12-31,USD,14403000000,1975000000,None,1856000000,2131000000,4777000000,2791000000,1249000000,736000000,9652000000,-4271000000,-9649000000,-13974000000,0,0,None,8440000000,8440000000,None,None,5222000000,None,425000000,None,483000000,None,9616000000
PFE,2019-12-31,USD,12588000000,1933000000,None,-3034000000,997000000,6010000000,2594000000,742000000,1080000000,16302000000,-3945000000,-8485000000,10628000000,8865000000,8865000000,None,8043000000,8043000000,None,None,4942000000,None,-8471000000,None,158000000,None,16273000000
PFE,2018-12-31,USD,15827000000,1311000000,None,451000000,1377000000,6384000000,2196000000,644000000,432000000,11188000000,4525000000,-20441000000,-2343000000,12198000000,12198000000,None,7978000000,7978000000,None,None,4974000000,None,-10939000000,None,-89000000,None,11153000000
PFE,2017-12-31,USD,16802000000,1518000000,None,1425000000,129000000,6269000000,2217000000,-259000000,357000000,21355000000,-4740000000,-13350000000,-125000000,5000000000,5000000000,None,7659000000,7659000000,None,None,5274000000,None,-4138000000,None,-1254000000,53000000,21308000000
PFE,2016-12-31,USD,16192000000,1451000000,None,-86000000,-171000000,5757000000,1999000000,134000000,-365000000,7246000000,-7791000000,-9228000000,-714000000,5000000000,5000000000,None,7317000000,7317000000,None,None,10976000000,None,-3981000000,None,-1046000000,-215000000,7215000000
KO,2020-12-31,USD,9844000000,1633000000,467000000,-369000000,-1059000000,1536000000,1177000000,-882000000,-99000000,7768000000,-1477000000,-8070000000,None,118000000,118000000,None,7047000000,7047000000,None,647000000,None,None,529000000,None,373000000,76000000,7747000000
KO,2019-12-31,USD,10471000000,2465000000,628000000,794000000,428000000,1365000000,2054000000,158000000,183000000,8985000000,-3976000000,-9004000000,None,1103000000,1103000000,None,6845000000,6845000000,None,1012000000,None,None,-91000000,None,-2581000000,-72000000,8920000000
KO,2018-12-31,USD,7627000000,2037000000,551000000,-876000000,326000000,1086000000,1347000000,-66000000,203000000,6476000000,5927000000,-10347000000,None,1912000000,1912000000,None,6644000000,6644000000,None,1476000000,None,None,-436000000,None,2945000000,-262000000,6434000000
KO,2017-12-31,USD,7041000000,2661000000,443000000,3454000000,-75000000,1260000000,1675000000,141000000,276000000,1283000000,-2312000000,-7447000000,None,3682000000,3682000000,None,6320000000,6320000000,None,1595000000,None,None,-2087000000,None,-2549000000,241000000,1248000000
KO,2016-12-31,USD,8792000000,2217000000,386000000,-334000000,-113000000,1787000000,2262000000,28000000,142000000,6550000000,-1004000000,-6545000000,None,3681000000,3681000000,None,6043000000,6043000000,None,1434000000,None,None,-2247000000,None,1246000000,-5000000,6527000000
PYPL,2020-12-31,USD,5854000000,412000000,None,766000000,598000000,1189000000,866000000,100000000,None,4202000000,-16218000000,12492000000,None,1600000000,1600000000,None,None,None,None,137000000,None,None,-1463000000,None,2128000000,None,4202000000
PYPL,2019-12-31,USD,4071000000,209000000,None,686000000,682000000,912000000,704000000,120000000,None,2459000000,-5742000000,4187000000,None,1400000000,1411000000,None,None,None,None,138000000,None,None,-1273000000,None,2516000000,None,2459000000
PYPL,2018-12-31,USD,5480000000,397000000,None,432000000,-1236000000,776000000,823000000,59000000,1407000000,2057000000,821000000,-1240000000,None,3500000000,3520000000,None,None,None,None,144000000,None,None,-3376000000,None,5061000000,None,2057000000
PYPL,2017-12-31,USD,2531000000,123000000,None,1720000000,1484000000,805000000,667000000,-12000000,None,1795000000,-4485000000,4084000000,None,1006000000,1006000000,None,None,None,None,144000000,None,None,-862000000,None,1293000000,36000000,1795000000
PYPL,2016-12-31,USD,3158000000,92000000,None,360000000,198000000,724000000,669000000,77000000,None,1401000000,-5904000000,2038000000,None,995000000,995000000,None,None,None,None,109000000,None,None,-886000000,None,197000000,0,1401000000
CMCSA,2020-12-31,USD,24737000000,4814000000,None,-266000000,None,13100000000,11634000000,None,None,10701000000,-12047000000,-6513000000,0,534000000,534000000,None,4140000000,4140000000,None,None,18644000000,None,-534000000,None,6177000000,None,10534000000
CMCSA,2019-12-31,USD,25697000000,5168000000,None,-347000000,None,12953000000,12428000000,None,None,13323000000,-14841000000,-9181000000,-1288000000,504000000,504000000,None,3735000000,3735000000,None,None,5479000000,None,-504000000,None,1675000000,None,13057000000
CMCSA,2018-12-31,USD,24297000000,2897000000,None,-394000000,None,11017000000,11709000000,None,None,11862000000,-50854000000,27140000000,379000000,5320000000,5320000000,None,3352000000,3352000000,None,0,44781000000,None,-5320000000,None,583000000,None,11731000000
CMCSA,2017-12-31,USD,21261000000,2820000000,None,181000000,None,10267000000,11297000000,None,None,22922000000,-13533000000,-7572000000,-1905000000,5435000000,5435000000,None,2883000000,2883000000,None,0,11466000000,None,-5435000000,None,127000000,None,22735000000
CMCSA,2016-12-31,USD,19691000000,2565000000,None,374000000,None,9558000000,10821000000,None,None,9028000000,-18265000000,-434000000,1790000000,5352000000,5000000000,None,2601000000,2601000000,None,23000000,9231000000,None,-4977000000,None,1006000000,None,8678000000
CSCO,2021-07-31,USD,15454000000,1735000000,None,1555000000,-429000000,800000000,692000000,-1470000000,244000000,10591000000,-5285000000,-12039000000,0,2877000000,0,None,6163000000,6163000000,None,643000000,0,None,0,None,-1870000000,None,10591000000
CSCO,2020-07-25,USD,15426000000,1343000000,None,1642000000,724000000,900000000,770000000,904000000,-84000000,11214000000,3500000000,-18886000000,-3470000000,2659000000,2659000000,None,6016000000,6016000000,None,655000000,0,None,-2004000000,None,40000000,None,11214000000
CSCO,2019-07-27,USD,15831000000,1138000000,None,2234000000,1157000000,1000000000,909000000,333000000,-131000000,11621000000,14837000000,-27889000000,3446000000,20717000000,20717000000,None,6000000000,5979000000,None,640000000,2250000000,None,-20077000000,None,2779000000,None,11621000000
CSCO,2018-07-28,USD,13666000000,372000000,None,8805000000,666000000,1100000000,834000000,488000000,244000000,110000000,15318000000,-31764000000,-2502000000,17547000000,17547000000,None,6000000000,5968000000,None,623000000,6877000000,None,-16924000000,None,-2774000000,None,110000000
CSCO,2017-07-29,USD,13876000000,1656000000,None,1247000000,661000000,1100000000,964000000,282000000,394000000,9609000000,-6036000000,-3806000000,2497000000,3685000000,3685000000,None,5500000000,5511000000,None,708000000,6980000000,None,-2977000000,None,4077000000,None,9609000000
MRK,2020-12-31,USD,10253000000,3849000000,None,-307000000,1857000000,3625000000,4684000000,1002000000,855000000,7082000000,-9443000000,-2832000000,2549000000,1281000000,1281000000,None,6215000000,6215000000,None,None,4419000000,None,-1192000000,None,-2022000000,None,7067000000
MRK,2019-12-31,USD,13440000000,5242000000,None,-1821000000,214000000,3652000000,3473000000,-294000000,508000000,9777000000,-2629000000,-8861000000,-3710000000,4780000000,4780000000,None,5695000000,5695000000,None,None,4958000000,None,-4419000000,None,1950000000,None,9843000000
MRK,2018-12-31,USD,10922000000,2387000000,None,450000000,1329000000,4519000000,2615000000,418000000,911000000,6193000000,4314000000,-13160000000,5124000000,9091000000,9091000000,None,5172000000,5172000000,None,None,0,None,-8500000000,None,2076000000,None,6220000000
MRK,2017-12-31,USD,6451000000,6345000000,None,-4082000000,-152000000,4676000000,1888000000,-297000000,145000000,2418000000,2679000000,-10006000000,-26000000,4014000000,4014000000,None,5167000000,5167000000,None,None,0,None,-3515000000,None,-423000000,457000000,2394000000
MRK,2016-12-31,USD,10376000000,3246000000,None,-2425000000,413000000,5471000000,1614000000,619000000,-206000000,3941000000,-3210000000,-9044000000,0,3434000000,3434000000,None,5124000000,5124000000,None,None,1079000000,None,-2495000000,None,-2009000000,-131000000,3920000000
ABT,2020-12-31,USD,7901000000,813000000,None,1152000000,2044000000,3327000000,2177000000,924000000,493000000,4495000000,-2215000000,-2779000000,2000000,403000000,403000000,None,2560000000,2560000000,None,None,1281000000,None,-158000000,None,2907000000,None,4495000000
ABT,2019-12-31,USD,6136000000,930000000,None,-325000000,1006000000,3014000000,1638000000,275000000,593000000,3687000000,-1815000000,-4289000000,None,718000000,718000000,None,2270000000,2270000000,None,None,0,None,-420000000,None,32000000,None,3687000000
ABT,2018-12-31,USD,6300000000,845000000,None,533000000,681000000,3278000000,1394000000,190000000,514000000,2368000000,-1356000000,-10391000000,-26000000,238000000,238000000,None,1974000000,1974000000,None,None,4009000000,None,33000000,None,-5447000000,None,2368000000
ABT,2017-12-31,USD,5570000000,917000000,None,1764000000,-151000000,3026000000,1135000000,207000000,-249000000,477000000,-9618000000,-5281000000,-1034000000,117000000,827000000,710000000,1849000000,1849000000,None,None,0,None,-477000000,None,-9213000000,116000000,477000000
ABT,2016-12-31,USD,3203000000,801000000,None,-1351000000,162000000,1518000000,1366000000,177000000,98000000,1400000000,-248000000,11147000000,-1767000000,522000000,522000000,None,1539000000,1539000000,None,None,0,None,-274000000,None,13619000000,-483000000,1400000000
DHR,2020-12-31,USD,6208000000,1406000000,None,372000000,-233000000,1775000000,791000000,264000000,123000000,3646000000,-21239000000,1006000000,-4637000000,None,None,None,615000000,615000000,None,1730000000,None,0,0,None,-14025000000,None,3646000000
DHR,2019-12-31,USD,3952000000,1104000000,None,422600000,545800000,1189000000,635500000,156400000,22000000,3021500000,-1238000000,16365000000,2801800000,None,None,None,527000000,750700000,None,1443000000,12112800000,1599600000,643400000,None,19124500000,45100000,3008000000
DHR,2018-12-31,USD,4022000000,800100000,None,216900000,307000000,1178000000,655700000,58300000,134000000,2650900000,-2949000000,-797000000,65700000,None,None,None,433000000,433400000,None,0,0,0,229000000,None,157500000,-117700000,2651000000
DHR,2017-12-31,USD,3477800000,968900000,None,258300000,611300000,1116900000,619600000,161400000,-3100000,2492100000,-843400000,-3098500000,-3778500000,None,None,None,378300000,378300000,None,0,1782100000,0,185800000,None,-333400000,130700000,2492100000
DHR,2016-12-31,USD,3521800000,1153800000,None,340800000,620000000,1128100000,589600000,183100000,-9400000,2553700000,-5243000000,2042700000,2218100000,None,None,None,399800000,399800000,None,164500000,3240900000,None,164500000,None,172900000,-148600000,2553700000
COST,2021-08-29,USD,8958000000,1846000000,None,1838000000,1833000000,1781000000,3588000000,None,1892000000,5079000000,-3535000000,-6488000000,0,496000000,0,None,5748000000,None,None,None,0,None,0,None,-1019000000,46000000,5007000000
COST,2020-08-30,USD,8861000000,1343000000,None,2261000000,687000000,1645000000,2810000000,None,791000000,4059000000,-3891000000,-1147000000,137000000,196000000,196000000,None,1479000000,None,None,None,3992000000,None,-196000000,None,3893000000,70000000,4002000000
COST,2019-09-01,USD,6356000000,1187000000,None,322000000,389000000,1492000000,2998000000,None,536000000,3704000000,-2865000000,-1147000000,210000000,247000000,247000000,None,1038000000,None,None,None,298000000,None,-247000000,None,2329000000,-15000000,3659000000
COST,2018-09-02,USD,5774000000,1204000000,None,1561000000,1362000000,1437000000,2969000000,None,1313000000,3179000000,-2947000000,-1281000000,80000000,328000000,328000000,None,689000000,None,None,None,0,None,-328000000,None,1509000000,-37000000,3134000000
COST,2017-09-03,USD,6726000000,1316000000,None,2258000000,923000000,1370000000,2502000000,None,894000000,2714000000,-2366000000,-3218000000,-236000000,469000000,469000000,None,3904000000,None,None,None,3782000000,None,-469000000,None,1167000000,25000000,2679000000
PEP,2020-12-31,USD,10613000000,2659000000,None,607000000,910000000,2548000000,4240000000,420000000,516000000,7175000000,-11619000000,3819000000,0,2000000000,0,None,5509000000,5509000000,None,None,0,None,0,None,2684000000,-129000000,7120000000
PEP,2019-12-31,USD,9649000000,2620000000,None,448000000,927000000,2432000000,4232000000,650000000,190000000,7353000000,-6437000000,-8489000000,1000000,3000000000,3000000000,None,5304000000,5304000000,None,None,4621000000,None,-2671000000,None,-5199000000,78000000,7314000000
PEP,2018-12-31,USD,9415000000,3351000000,None,1215000000,418000000,2399000000,3282000000,253000000,174000000,12559000000,4564000000,-13769000000,-1366000000,2000000000,2000000000,None,4930000000,4930000000,None,None,0,None,-1719000000,None,112000000,-98000000,12515000000
PEP,2017-12-31,USD,10030000000,1456000000,None,-137000000,350000000,2369000000,2969000000,202000000,168000000,4908000000,-4403000000,-4186000000,-1053000000,2000000000,2000000000,None,4472000000,4472000000,None,None,7509000000,None,-1538000000,None,1452000000,47000000,4857000000
PEP,2016-12-31,USD,10663000000,1366000000,None,1326000000,414000000,2368000000,3040000000,349000000,75000000,6379000000,-7150000000,-3211000000,1537000000,3000000000,3000000000,None,4227000000,4227000000,None,None,7818000000,None,-2535000000,None,62000000,-252000000,6329000000
CVX,2020-12-31,USD,10577000000,7074000000,None,-4272000000,-2668000000,19508000000,8922000000,-2719000000,-284000000,-5561000000,-6965000000,-3736000000,651000000,1757000000,1757000000,None,9675000000,9651000000,None,None,12308000000,None,-1531000000,None,-124000000,None,-5543000000
CVX,2019-12-31,USD,27314000000,8576000000,None,-42000000,-1969000000,29218000000,14116000000,-2354000000,-7000000,2845000000,-11458000000,-19758000000,-2821000000,4039000000,4039000000,None,8977000000,8959000000,None,None,0,None,-2935000000,None,-3902000000,None,2924000000
CVX,2018-12-31,USD,30618000000,6519000000,None,-582000000,-282000000,19419000000,13792000000,-855000000,424000000,14860000000,-12290000000,-13699000000,2021000000,1751000000,1751000000,None,8593000000,8502000000,None,None,218000000,None,-604000000,None,4629000000,None,14824000000
CVX,2017-12-31,USD,20338000000,4377000000,None,1406000000,1497000000,19349000000,13404000000,1283000000,267000000,9269000000,-8320000000,-14554000000,-5142000000,1000000,1000000,None,8210000000,8132000000,None,None,3991000000,None,1117000000,None,-2175000000,65000000,9195000000
CVX,2016-12-31,USD,12690000000,3279000000,None,529000000,975000000,19457000000,18109000000,2252000000,-603000000,-431000000,-16370000000,25000000,2130000000,2000000,2000000,None,8095000000,8032000000,None,None,6924000000,None,650000000,None,-4034000000,-53000000,-497000000
VZ,2020-12-31,USD,41768000000,9520000000,None,-966000000,-1580000000,17199000000,20318000000,-747000000,369000000,18348000000,-23512000000,1325000000,0,None,None,None,10232000000,10232000000,None,None,31500000000,None,None,None,19581000000,None,17801000000
VZ,2019-12-31,USD,35746000000,11291000000,None,-2359000000,4331000000,17177000000,18837000000,1448000000,76000000,19788000000,-17581000000,-18164000000,0,None,None,None,10016000000,10016000000,None,None,18700000000,None,None,None,-151000000,None,19265000000
VZ,2018-12-31,USD,34339000000,6647000000,None,1777000000,3463000000,17577000000,16658000000,3176000000,324000000,16039000000,-17934000000,-15377000000,-790000000,None,None,None,9772000000,9772000000,None,None,10800000000,None,None,None,666000000,None,15528000000
VZ,2017-12-31,USD,24318000000,8344000000,None,-335000000,5191000000,17109000000,17247000000,6015000000,-168000000,30550000000,-18456000000,-6151000000,-170000000,0,0,None,9472000000,9472000000,None,None,27707000000,None,None,None,-801000000,None,30101000000
VZ,2016-12-31,USD,21689000000,3502000000,None,-1079000000,7888000000,15928000000,17059000000,8398000000,-61000000,13608000000,-9874000000,-13376000000,-149000000,0,0,None,9262000000,9262000000,None,3000000,12964000000,None,3000000,None,-1590000000,None,13127000000
ABBV,2020-12-31,USD,17588000000,4512000000,None,1514000000,835000000,6466000000,798000000,929000000,40000000,4622000000,-37557000000,-11501000000,0,978000000,978000000,None,7716000000,7716000000,None,None,3000000000,None,-769000000,None,-31475000000,-5000000,4616000000
ABBV,2019-12-31,USD,13324000000,3381000000,None,-1121000000,208000000,2017000000,552000000,74000000,231000000,7882000000,596000000,18708000000,-3699000000,629000000,629000000,None,6366000000,6366000000,None,None,31482000000,None,-621000000,None,32635000000,7000000,7882000000
ABBV,2018-12-31,USD,13427000000,1293000000,35000000,190000000,1316000000,1765000000,638000000,591000000,226000000,5687000000,-1006000000,-14396000000,3301000000,12014000000,12014000000,None,5580000000,5580000000,None,None,5963000000,None,-11941000000,None,-2014000000,-39000000,5687000000
ABBV,2017-12-31,USD,9960000000,2866000000,None,425000000,416000000,1501000000,529000000,391000000,-93000000,5309000000,-274000000,-5512000000,22000000,1410000000,1410000000,None,4107000000,4107000000,None,None,0,None,-1156000000,None,4203000000,29000000,5309000000
ABBV,2016-12-31,USD,12740000000,4604000000,None,-1187000000,502000000,1189000000,479000000,71000000,38000000,5953000000,-6074000000,-3928000000,-29000000,6033000000,6033000000,None,3717000000,3717000000,None,None,11627000000,None,-5765000000,None,-3299000000,-338000000,5953000000
INTC,2020-12-31,USD,35384000000,594000000,None,694000000,1561000000,12239000000,14259000000,-883000000,687000000,20899000000,-20796000000,-12917000000,None,14229000000,14229000000,None,5568000000,5568000000,None,None,10247000000,None,-13332000000,None,1671000000,None,20899000000
